,amplitude,beyond_1_std,beyond_2_std,cusum,eta,eta_e,inter_percentile_range_25,inter_percentile_range_10,kurtosis,linear_fit_slope,linear_fit_slope_sigma,linear_fit_reduced_chi2,linear_trend,linear_trend_sigma,magnitude_percentage_ratio_40_5,magnitude_percentage_ratio_20_10,maximum_slope,mean,median_absolute_deviation,median_buffer_range_percentage_5,percent_amplitude,percent_difference_magnitude_percentile_5,percent_difference_magnitude_percentile_20,period_0,period_s_to_n_0,period_1,period_s_to_n_1,period_2,period_s_to_n_2,periodogram_amplitude,periodogram_beyond_1_std,periodogram_beyond_2_std,periodogram_cusum,periodogram_eta,periodogram_inter_percentile_range_25,periodogram_standard_deviation,periodogram_percent_amplitude,chi2,skew,standard_deviation,stetson_K,weighted_mean,tag,tag_detailed,Comments
695211200009296,0.28500032,0.008032128,0.008032128,0.061689757,1.9819304,540178700.0,0.012000084,0.026599884,157.29442,2.9147131e-06,1.7647499e-05,10.474158,2.0233008e-06,6.175132e-05,0.13141009,0.56388927,36.864258,15.340067,0.006000519,1.0,0.5390005,0.0024809088,0.0009779872,0.20280607,6.233849,0.11877788,5.901601,0.16500698,5.7157254,1.8634218,0.20963287,0.054611206,0.27985764,0.025842698,0.62774086,0.50733584,3.3317003,10.431624,11.747142,0.03845256,0.31258884,15.339562,artefact,bad column,bad column
695211200013685,0.3685007,0.047808766,0.007968128,0.058393743,2.0662751,1345626600.0,0.025001526,0.048801422,154.5228,-4.9090045e-06,2.9397028e-05,3.6113605,5.0103503e-05,7.156723e-05,0.14936896,0.62088645,56.797916,17.395483,0.012001038,1.0,0.6520004,0.0038494621,0.0017421884,0.16883406,5.813951,0.10681769,5.7538958,0.09649622,5.4866147,1.8661405,0.21586609,0.052597046,0.26925364,0.034983948,0.6584079,0.54071194,3.306812,3.5969224,11.038878,0.04633114,0.49028498,17.394054,artefact,bad column,bad column
695211200020898,0.5830002,0.011952192,0.011952192,0.09252718,1.0707512,1963965800.0,0.017000198,0.037799835,118.73542,0.00022669093,2.1662694e-05,23.358442,0.00036742992,0.00013928609,0.14583167,0.5290645,255.80241,16.433073,0.0080013275,0.9920319,1.1150017,0.002922395,0.0012175678,1.0028633,5.5807304,0.5006094,5.5164394,0.3333492,4.958683,2.4604535,0.40345764,0.02747345,0.40806818,0.0070922775,1.18377,0.7038379,3.9821541,23.706402,10.653497,0.091269106,0.26945102,16.429142,artefact,bad column,bad column
695211200054816,0.5914993,0.035433073,0.003937008,0.073102444,1.9251318,1487775000.0,0.038999557,0.08329964,150.47217,8.103735e-05,4.7510806e-05,2.3342462,3.54677e-05,0.00011661937,0.13464601,0.6362512,109.56836,18.277145,0.020000458,0.996063,1.0609989,0.006097356,0.0029009029,0.14765431,6.778597,0.112967215,6.456572,0.13184851,6.401556,2.0134702,0.2069931,0.049079895,0.27319732,0.012179149,0.6437695,0.51359004,3.6351583,2.3380415,10.822567,0.07555108,0.604417,18.272182,artefact,bad column,bad column
695211200042829,0.25549984,0.01923077,0.0048076925,0.09075869,2.0028317,1065688400.0,0.017999649,0.032701492,142.23027,-5.57927e-05,2.1475647e-05,6.225327,-7.275967e-05,6.0032904e-05,0.14798984,0.7032954,38.052418,16.259163,0.009000778,1.0,0.4790001,0.0029097155,0.0014147889,159.86938,7.380486,0.99345225,7.2386646,1.0108473,6.8036995,2.1516178,0.21948242,0.052200317,0.28749427,0.03162567,0.61286294,0.5051928,3.880479,6.2310734,10.933451,0.036409028,0.41107422,16.258583,artefact,bad column,bad column
695211200007026,0.27700043,0.053497944,0.008230452,0.111264154,1.9211898,1033385660.0,0.0227499,0.041399956,143.11374,-0.0001384934,1.7232223e-05,9.613309,-0.00015341259,5.7218243e-05,0.1524882,0.6521619,48.060417,15.331143,0.011000633,1.0,0.50699997,0.0036792578,0.001761333,0.49880606,18.322966,0.9983111,15.358687,0.33277038,15.346681,5.558254,0.23254395,0.03968048,0.09436859,0.02783301,0.62849665,0.55972993,10.36085,9.859694,10.582652,0.03705819,0.4494653,15.330574,artefact,bad column,bad column
695211200077003,0.5885,0.013245033,0.0066225166,0.08463153,1.9087219,290807170.0,0.031000137,0.067998886,128.44926,-1.6936596e-05,5.144865e-05,4.251248,-0.00022492008,0.00019891062,0.14595987,0.5764775,46.510082,17.89603,0.016000748,0.9933775,1.1210003,0.0046341885,0.0021912812,148.4424,6.4791574,0.99165004,5.82779,0.6766308,5.5312586,1.6912196,0.30413818,0.045684814,0.3438819,0.029016977,0.61793256,0.43875352,2.9423342,4.2233295,10.906853,0.09494608,0.46657395,17.889412,artefact,bad column,bad column
695211200021087,0.27349997,0.024,0.008,0.0993361,1.9395391,503131040.0,0.015999794,0.029500008,127.530655,0.00013816376,1.6988568e-05,11.488583,0.00013445648,5.7581725e-05,0.13952406,0.67794913,25.368952,13.839103,0.00799942,1.0,0.49699974,0.0031078504,0.0014454686,1.041997,7.4656277,0.50993454,6.496051,1.0028793,6.402248,2.6102762,0.291214,0.045639038,0.14871605,0.021443432,0.7896549,0.5996251,4.5976768,11.690756,10.356498,0.03761092,0.3463035,13.839078,artefact,bad column,bad column
695211200046528,0.32900047,0.32806325,0.027667984,0.29413843,0.13328558,200644820.0,0.27524948,0.44999886,-0.7444942,-0.0007560875,4.2391912e-05,30.862524,-0.0009345773,0.00025318877,0.17475487,0.7060005,77.16331,18.088795,0.09900093,1.0,0.47500038,0.028207798,0.017616693,71.23449,56.260414,0.98526263,48.336243,1.0128126,47.440598,60.48457,0.034065247,0.0099105835,0.08344003,0.015820563,0.80589944,2.1354208,120.51012,32.011154,0.7057308,0.16776578,0.84450006,18.05676,Cepheid,,
695211200018901,0.3824997,0.38976377,0.03937008,0.3997096,0.10006091,392047400.0,0.27599907,0.5080986,-0.51766753,0.004182113,4.408836e-05,8.94912,0.003969921,0.0001382627,0.13192904,0.70478624,152.2117,18.210602,0.113500595,1.0,0.47850037,0.03300913,0.019616054,213.70013,59.69417,0.99441665,48.291378,1.0037582,46.75211,54.991024,0.046684265,0.014274597,0.105070636,0.030777276,0.80364084,1.8287365,109.52799,44.461517,-0.60998416,0.18505873,0.8304808,18.166067,RSG,,
695211200022958,0.27649975,0.42687747,0.007905139,0.31670344,0.20019001,458107300.0,0.2630005,0.38339996,-1.206424,0.0005056418,5.6657795e-05,15.177078,0.00079266925,0.00022397513,0.30938846,0.7900374,119.445564,18.529575,0.1269989,1.0,0.3430004,0.02379807,0.016362377,89.04311,52.149696,1.0099407,48.323944,0.9875391,43.52404,56.705387,0.038146973,0.011917114,0.10207219,0.020380884,0.74395704,2.159114,112.9905,15.428743,0.27380258,0.1480819,0.8952033,18.50071,uncat,single,Periodic; not red; in Gaia list
695211400134715,1.7515001,0.24060151,0.060150377,0.19236067,1.3777071,515234500.0,0.5090008,1.1816006,3.6513367,-0.0018325927,3.6675083e-05,1230.8918,-0.0013083841,0.0012370516,0.106210776,0.5464609,404.84476,16.889067,0.26399994,0.90225565,2.5030003,0.1104352,0.037982266,6.755681,6.602389,12.293769,5.630551,30.207546,4.4867344,3.9871747,0.12231445,0.05517578,0.18087685,0.041094147,0.95280194,1.0661887,7.3826127,1240.4816,-1.5583076,0.5502245,0.71547824,16.699701,artefact,M31 center,M31 center
695211200023594,0.8164997,0.012605042,0.012605042,0.09373537,2.006419,137915520.0,0.017999649,0.032699585,123.78242,-0.00035806274,1.9962414e-05,62.879734,-0.0005279534,0.00020087729,0.15486866,0.6697387,53.5987,15.521285,0.0089998245,0.99159664,1.5789995,0.0029145856,0.0014121857,194.32443,7.8849125,0.99375576,7.77839,0.49803558,6.6376185,2.457691,0.23949432,0.055610657,0.23542589,0.005905463,0.71158385,0.54807925,4.503853,64.038155,10.669263,0.12277629,0.2392172,15.517073,artefact,bad column,bad column
695211200015592,0.25449944,0.06910569,0.0121951215,0.06662694,1.9509553,1397009900.0,0.017000198,0.042798996,132.86319,8.040874e-05,2.3205359e-05,4.4990087,0.00010032737,5.3647873e-05,0.1258962,0.5374125,46.510082,16.727798,0.008998871,1.0,0.4719982,0.0033246302,0.0013753119,0.42456803,8.821571,0.29791963,8.033318,0.42754063,6.962389,2.8280685,0.1461029,0.05357361,0.26339975,0.042722505,0.66005754,0.57803476,5.298529,4.5320754,10.054455,0.034900386,0.4587791,16.72739,artefact,bad column,bad column
695211200010890,0.6484995,0.015936255,0.007968128,0.07787582,2.0231595,1339945500.0,0.029001236,0.05540085,129.29004,-5.442274e-05,3.416788e-05,5.511772,4.842775e-05,0.00013676369,0.1554142,0.685912,137.62578,17.704903,0.013999939,0.99601597,1.1539993,0.004726556,0.0021471414,0.567925,6.5498238,1.317572,6.017689,1.284316,5.7917953,2.0361948,0.16390991,0.055488586,0.26880673,0.016164122,0.679594,0.5397847,3.7399936,5.5016794,10.703814,0.087993376,0.43363693,17.69939,artefact,bad column,bad column
695211200018443,0.32999992,0.06122449,0.008163265,0.12990668,1.7643833,739619300.0,0.026248932,0.055000305,131.43297,-0.000105839055,2.3470358e-05,6.327204,-0.00012568152,6.942866e-05,0.14012538,0.6181856,41.26273,16.8351,0.013000488,1.0,0.60099983,0.0046636667,0.0020199853,0.9931746,8.550282,85.49247,8.508567,0.991792,8.48634,2.916988,0.15837097,0.043418884,0.2113741,0.013167353,0.6471025,0.6077376,5.360515,6.379963,9.881482,0.044723526,0.5109473,16.834017,artefact,bad column,bad column
695211200019653,0.13650036,0.35826772,0.003937008,0.118390255,0.5228573,198343070.0,0.12400055,0.18349934,-1.1416365,-0.00011467192,1.7364488e-05,38.043083,-0.000109773726,0.00010889505,0.29916653,0.7356935,27.30625,15.312946,0.058000565,1.0,0.15600014,0.014152203,0.008820599,7.714806,51.371883,1.1470753,47.12212,0.88415444,41.24201,53.130573,0.041656494,0.012702942,0.104360744,0.01527338,0.76494676,2.0526445,105.831245,38.085136,0.18702921,0.07067893,0.8845782,15.309025,uncat,single,Periodic; short period 8 days; X-ray source nearby; Ceph Pop II???
695211100020379,0.119000435,0.19689119,0.020725388,0.13913207,1.5904183,26686642000.0,0.024000168,0.04319954,30.015148,-3.4834615e-05,2.7154472e-05,1.7076111,-3.444782e-05,3.5484278e-05,0.12874252,0.67133206,229.37701,16.344961,0.01199913,1.0,0.1970005,0.0034683945,0.0017741014,2.8116632,9.389619,1.5504897,7.491697,0.6020472,7.254857,3.7171698,0.14830017,0.047729492,0.13878708,0.020299306,0.76353025,0.7139269,6.910515,1.7073345,-3.5440578,0.022213046,0.6536896,16.344957,artefact,plane/flying body,plane/flying body
695211100127578,0.46850014,0.013605442,0.006802721,0.08178491,1.8948476,298653500.0,0.034749985,0.062799454,114.46415,0.00040225833,5.186693e-05,16.352533,0.0002621369,0.0001578188,0.13207182,0.68470764,39.10887,17.47035,0.017000198,1.0,0.8640003,0.0050698193,0.0024604753,0.28591776,7.725336,0.22227602,7.7128925,0.18180783,6.320473,2.0626578,0.2532196,0.047668457,0.27937794,0.027084934,0.5558572,0.45183158,3.6102118,16.6543,-10.053292,0.07577956,0.29936254,17.464514,uncat,1-point transient,1-point transient (1 mag brighter); two (binary?) blue stars. Re-do photometry
695211100096377,0.56900024,0.020408163,0.013605442,0.076424085,2.076936,508653220.0,0.039499283,0.06760025,105.53864,0.0002497497,6.710225e-05,14.333333,2.9390518e-05,0.00017718958,0.16928867,0.6538288,66.629166,17.970482,0.019001007,0.99319726,0.93499947,0.005159582,0.0024587777,0.61578315,5.662558,0.3809758,5.4557858,1.6062441,5.1730013,1.6361482,0.25242615,0.04888916,0.32148516,0.010764746,0.661381,0.4869013,2.8910255,14.328826,-9.34083,0.08375153,0.2886525,17.961155,uncat,1-point transient,1-point transient (1 mag brighter); two (binary?) stars. Orbiting? Re-do photometry
695211100005490,0.27350044,0.103626944,0.005181347,0.07994359,2.01869,44750810000.0,0.03325081,0.07019997,76.269135,-7.040417e-06,4.3492164e-05,3.3327854,-8.61608e-06,6.8904745e-05,0.1178573,0.5826382,573.9677,17.68562,0.017000198,1.0,0.47599983,0.0047970554,0.0023123692,0.4730656,7.108479,0.32098347,6.870444,1.2425526,6.6589336,2.243425,0.23898315,0.046051025,0.09960162,0.024812344,0.61430603,0.5358471,3.9322686,3.3154871,-6.9489,0.043027215,0.4738805,17.683578,artefact,plane/flying body,plane/flying body
695211200000865,0.4944992,0.089686096,0.004484305,0.089246295,1.8568084,38489166000.0,0.050750732,0.09899902,97.26359,9.020397e-05,6.6608874e-05,6.708185,3.099622e-05,0.00011230231,0.15697518,0.65353346,957.0517,18.73816,0.02599907,1.0,0.8669987,0.006796812,0.003451727,0.11522205,7.0804467,0.041299846,7.010152,0.15254161,6.982514,2.4062285,0.14225006,0.05105591,0.2398281,0.013338778,0.68603444,0.59689766,4.4200134,6.685887,-8.046447,0.071053945,0.36950293,18.727661,uncat,1-point transient,"1-point transient (1 mag brighter). Periodicity at ""flat"" part. Re-do photometry"
695211100008614,0.3600006,0.09326425,0.010362694,0.093381055,1.9658283,36100927000.0,0.04424858,0.08139992,82.996124,9.050689e-05,5.365934e-05,4.7249928,7.2097995e-05,9.1475005e-05,0.14234078,0.69779974,684.0332,18.070805,0.02199936,1.0,0.6499996,0.0062173996,0.0031419871,0.09911413,5.938634,0.15741012,5.9163404,0.1347403,5.906596,2.0862653,0.2654724,0.047790527,0.07473562,0.025060112,0.6890136,0.5676004,3.493052,4.7143574,-7.494743,0.057209317,0.43892133,18.066273,artefact,plane/flying body,plane/flying body
695211100011888,1.3330002,0.13675214,0.008547009,0.11532288,1.8282027,21109300000.0,0.22125053,0.44620132,39.934406,0.0020022467,0.00046030764,22.072495,0.0004503782,0.0006088579,0.11107763,0.6461242,2588.6719,20.570383,0.11000061,0.991453,2.2469997,0.030738235,0.014002014,15.595233,7.696745,19.779318,6.036513,27.963865,4.7947984,2.8904145,0.10644531,0.04345703,0.22618742,0.031185046,0.58065283,0.67966366,5.454789,22.044764,-4.9028106,0.26928976,0.52488345,20.13419,artefact,plane/flying body,plane/flying body
695211100003209,0.19099998,0.20725389,0.005181347,0.08758567,1.8821633,24314070000.0,0.032749176,0.07080078,33.84293,7.31315e-06,4.900504e-05,1.5159937,7.70414e-06,5.5859564e-05,0.19104792,0.59181035,338.25,17.908468,0.016000748,1.0,0.3179989,0.0050556296,0.00233938,0.17261018,7.5509443,0.8381025,6.9503183,0.15652347,6.6678424,3.10856,0.20137024,0.050308228,0.12985536,0.022558436,0.82074165,0.71906835,5.6325054,1.508308,-3.9087698,0.03488103,0.6181289,17.907131,artefact,plane/flying body,plane/flying body
695211100002099,1.191,0.13157895,0.019736841,0.09421233,1.7381654,24780263000.0,0.21650124,0.3892002,35.23273,0.0006651825,0.0003405055,16.93025,-2.5952824e-07,0.00046244918,0.1203368,0.6734329,2216.5967,20.353756,0.1079998,0.9934211,2.0949993,0.030238835,0.012853721,0.60826284,7.4569025,27.671791,7.138817,0.37800163,6.8642864,2.9458404,0.13986206,0.05114746,0.12182793,0.026145095,0.7201335,0.6946427,5.3799934,16.843328,-4.50634,0.2403244,0.47859547,20.068195,artefact,plane/flying body,plane/flying body
695211300006331,0.33850002,0.1119403,0.08955224,0.18277729,0.8208102,81213656.0,0.03999996,0.28600025,6.113687,0.00039966794,2.7064954e-05,107.49932,0.0003704236,0.0002673448,0.03024261,0.17727323,34.882057,14.443905,0.019000053,1.0,0.63049984,0.034455232,0.003521947,0.7847021,8.691904,0.43946537,8.593758,1.5699787,8.549637,7.5709076,0.11859131,0.05555725,0.26301792,0.03677078,1.1307003,1.6151125,14.696904,108.35397,2.6877196,0.14744501,0.6186466,14.449681,EB,,CRTS J003827.1+410334
695211400018326,0.53250027,0.057268724,0.008810572,0.054637857,2.0299087,1031159300.0,0.0454998,0.08760071,106.24699,8.6634194e-05,5.417804e-05,12.145888,-8.837522e-05,0.000118150776,0.13615201,0.6746429,105.95,18.051142,0.022001266,0.99559474,0.93100166,0.0066715996,0.0032734682,1.0273938,6.703069,0.5063966,6.4013453,0.11596282,6.3231297,2.3569098,0.1499176,0.05239868,0.22244585,0.03597285,0.72269815,0.6115798,4.291348,12.102906,-8.793608,0.07483335,0.32555577,18.039146,uncat,1-point transient,"1-point transient (1 mag brighter). Periodicity at ""flat"" part. Re-do photometry"
695211100020857,1.2250004,0.14035088,0.01754386,0.09694866,1.7786701,21071950000.0,0.25300026,0.4517002,27.959238,0.0011708274,0.00045056702,13.539449,-3.7708087e-05,0.0005980638,0.19686517,0.7037847,1892.3516,20.528725,0.12950134,0.99122804,1.9559994,0.026111078,0.015474844,2.5563922,4.91922,14.997501,4.184034,1.5979973,4.177324,2.0179818,0.17163086,0.064208984,0.2360976,0.023454413,0.73466194,0.67752886,3.531774,13.479441,-3.7591465,0.25734937,0.48498175,20.23402,artefact,plane/flying body,plane/flying body
695211100025106,0.12400055,0.23958333,0.020833334,0.13398854,1.7924967,23709360000.0,0.020999908,0.04629898,18.916641,1.992403e-05,2.7450462e-05,1.6585983,1.8267981e-05,3.5538866e-05,0.13178733,0.64793605,202.95161,16.381273,0.01099968,1.0,0.17300034,0.0037050275,0.001831092,0.1856924,8.730495,41.95556,8.282686,0.97526586,8.264909,3.3510413,0.115982056,0.048080444,0.18475024,0.019044068,0.6394911,0.6977423,6.315627,1.652589,-2.3352141,0.02198072,0.6708648,16.381178,artefact,plane/flying body,plane/flying body
695211100021872,0.809,0.08994709,0.01058201,0.06602101,1.7798861,32217758000.0,0.068250656,0.14379883,86.77019,9.42073e-05,0.00010432763,11.927462,-5.395296e-05,0.000184248,0.10616417,0.64256155,1291.6936,19.04382,0.034999847,0.994709,1.2950001,0.01132106,0.004849609,1.3242028,9.547928,4.0605536,8.346049,0.5694283,7.897513,3.3830333,0.1315918,0.04953003,0.22648875,0.013455554,0.66655475,0.64509994,6.3629317,11.868056,-7.574275,0.11392438,0.32887644,19.008932,artefact,plane/flying body,plane/flying body
695211300006502,0.043999672,0.33333334,0.037037037,0.2023014,1.6415651,1351793200.0,0.015999794,0.036999702,0.67438483,-5.3467225e-05,3.380466e-05,0.6036633,-5.259621e-05,2.6264535e-05,0.19276112,0.6189138,20.024885,12.899769,0.0084991455,1.0,0.046500206,0.0032173614,0.0017753713,5.30489,6.021703,74.08553,5.1304655,47.74401,4.545712,3.190503,0.22875977,0.05029297,0.14713918,0.03724969,1.0937333,0.89871484,5.6672173,0.620316,-0.0062651173,0.014176818,0.7829516,12.899777,Star,,
695211200082131,1.6350002,0.1984127,0.023809524,0.14964539,1.5246154,1684544500.0,0.35300064,0.7378998,20.765339,0.014397283,0.0003003418,40.102673,-0.00047591008,0.0009155305,0.11202881,0.610923,476.72177,20.669725,0.1864996,0.97619045,2.7200012,0.044448722,0.021751504,25.688839,9.598193,28.543156,8.57556,1.040034,6.0205946,4.9938774,0.095458984,0.036132812,0.18980455,0.029846236,0.7739869,0.9652568,9.562855,58.166656,-3.2911732,0.37167218,0.6447549,19.806051,uncat,1-point transient,"1-point transient (2.5 mag brighter). I checked fits, by eye :) photometry see the difference. Re-do photometry"
695211100018408,1.1695004,0.10625,0.0125,0.13483194,1.7392399,28556421000.0,0.17299843,0.31550026,62.198475,0.0016337069,0.00027676055,23.802502,0.00055334356,0.00038415293,0.14253393,0.68462574,2071.7822,20.081799,0.086499214,0.99375,2.0819988,0.021650383,0.010750528,0.39295253,8.2082615,0.28198534,7.8657556,2.11126,7.0349116,3.0911274,0.21066284,0.048828125,0.18173742,0.022043986,0.7852738,0.66608745,5.661683,23.872261,-6.3733535,0.20764259,0.4318505,19.83154,artefact,plane/flying body,plane/flying body
695211100131796,0.53950024,0.13157895,0.042105265,0.1779359,1.3063905,24367989000.0,0.080999374,0.17000008,13.153122,-0.00080894737,3.631696e-05,15.53085,-0.00067684066,0.00014770706,0.14612564,0.641183,962.95764,17.299643,0.040499687,1.0,0.6155014,0.012653466,0.0062979152,82.301956,21.149864,1.0098399,20.724176,0.986561,18.47161,10.309682,0.09213257,0.03578186,0.19758359,0.028775612,0.621619,0.9466435,20.329374,18.078314,-0.13990575,0.096841045,0.6330332,17.292273,LBV?,,"Has interesting variability. HII region, PSO J011.0457+41.5548 -- Object of unknown nature/LBV candidate"
695211100131134,0.6005001,0.17721519,0.012658228,0.14451219,1.5487614,23407632000.0,0.14500046,0.24809837,18.93432,0.0005063518,0.00012155829,7.969207,0.0004719307,0.00025406404,0.12900044,0.70415527,1151.1089,18.99027,0.072999954,0.9936709,0.96100044,0.018741144,0.0092019895,27.737951,17.335737,1.0355134,16.202873,0.9644628,15.617123,7.551196,0.113464355,0.040542603,0.12968901,0.020488191,0.80066967,0.8262494,14.553784,8.028589,-2.6053813,0.12932889,0.5370042,18.959682,artefact,plane/flying body,"STILL LOOKS UNKNOWN VARIABLE, plane/flying body"
695211200077906,0.33750057,0.12025317,0.094936706,0.20802657,1.1486853,528294300.0,0.029001236,0.37179947,3.8359768,-0.0010956195,2.9209858e-05,126.73291,-0.00090898626,0.0003009337,0.020649029,0.11215821,176.1289,16.856552,0.013999939,1.0,0.6154995,0.03234325,0.0024647792,128.13718,10.55235,0.9913901,8.964101,0.51306176,7.955118,6.909749,0.12313843,0.05038452,0.17398101,0.04096493,1.2041762,1.2062551,13.130699,134.9177,-2.2850504,0.16130565,0.70649123,16.837383,uncat,binary,EB? Red and blue stars
695211100080479,1.2574997,0.18181819,0.027972028,0.095684275,1.8887619,21100427000.0,0.23550034,0.48320007,22.81047,0.00066377415,0.00036625797,13.336379,-0.00028824093,0.00052233157,0.16222475,0.6411446,1998.8488,20.406387,0.11400032,0.993007,1.9589996,0.030835455,0.015163287,0.21444225,7.647629,0.27309263,7.620845,0.48371518,7.159139,2.9013753,0.13238525,0.050689697,0.20470126,0.023870284,0.7100855,0.6781938,5.425469,13.265559,-3.1118336,0.25418013,0.47334635,20.145468,artefact,plane/flying body,plane/flying body
695211100004663,0.66950035,0.083769634,0.015706806,0.0668124,2.03162,34817450000.0,0.065999985,0.14660072,76.69042,-4.3274587e-05,0.000100359626,7.324576,-0.00011444332,0.00016045675,0.1466829,0.6432391,1143.7097,19.004562,0.033000946,0.9947644,1.0939999,0.009721106,0.0049618166,0.31002495,8.923659,1.0956436,7.3138227,0.23659797,6.8952456,2.9096906,0.15072632,0.050354004,0.22517912,0.019379018,0.66512305,0.58590364,5.414562,7.287023,-6.8645186,0.09956464,0.3504904,18.98193,artefact,plane/flying body,plane/flying body
695211400010060,1.2395,0.17924528,0.009433962,0.16247566,1.2340575,1278398100.0,0.29400063,0.56960106,20.844795,0.011193705,0.0005910072,3.8802912,0.0031290893,0.0008141963,0.14956996,0.6476468,444.5521,20.934029,0.14650059,0.990566,1.9759998,0.032014173,0.017611127,1.0370188,7.9387693,27.369886,7.7497845,0.81570715,7.1904716,3.784504,0.1616211,0.04901123,0.11748029,0.099089056,0.8683834,0.84173316,6.915622,7.2612114,-3.0719223,0.28383428,0.46159327,20.706877,uncat,1-point transient,1-point transient (2 mag brighter). Red star. Re-do photometry
695211400088066,1.8170004,0.1030303,0.030303031,0.17827511,1.0030303,2381036300.0,0.39724922,0.6550007,18.30701,-0.023271779,0.00016178553,92.28205,-0.0041643265,0.0008989573,0.15859684,0.70686847,1200.7883,19.46668,0.18900108,0.969697,2.8640003,0.045234412,0.023725307,201.89862,10.014876,0.9945745,9.087375,1.0039712,7.429126,5.480752,0.1282959,0.050628662,0.24449925,0.033766136,1.0006388,1.0107337,10.489251,217.87314,-3.374247,0.43439615,0.6999154,18.520348,artefact,,empty field fits; near M31 center
695211400134229,1.9320002,0.25174826,0.02097902,0.14115296,1.4704621,2283908400.0,1.0774994,1.6289997,1.66488,-0.0026272838,6.1364975e-05,586.71216,-0.0010424772,0.001410438,0.07597103,0.7717,1068.6593,18.352547,0.17900085,0.74125874,3.3099995,0.097392626,0.06730374,11.8587675,5.5359,34.19278,5.4537673,11.525656,5.424905,3.1259477,0.118652344,0.044921875,0.15221266,0.029357368,0.9848462,0.9623894,5.6169767,595.49133,-1.3516325,0.68488884,0.76980084,17.579498,artefact,,empty field fits; near M31 center
695211400025927,0.70149994,0.2970297,0.03960396,0.33383873,0.78062904,337253700.0,0.32300186,0.6267986,0.55221796,0.01456067,0.0019970164,0.6696411,0.013075744,0.0016255986,0.14972487,0.6303454,376.30444,20.654884,0.1630001,1.0,0.83600044,0.036697447,0.019143352,75.48024,22.005486,0.984097,21.872698,0.4949524,18.809864,13.823113,0.062438965,0.023345947,0.14012107,0.027622215,0.6233672,1.2258536,27.272932,1.195005,0.32463968,0.2425609,0.79127884,20.601425,uncat,red star,red star
695211200057718,0.92800045,0.3263889,0.027777778,0.41611478,0.24338081,404207460.0,0.67550087,1.3195992,-0.69258595,-0.0010048778,0.00021666277,5.9691296,-0.0006312147,0.000830602,0.14562573,0.6963475,400.8625,20.445074,0.2329998,0.9027778,1.3040009,0.07186647,0.045362074,142.89816,14.468458,1.0063251,8.399423,0.9918891,8.274351,27.892439,0.041503906,0.021484375,0.09424645,0.017759794,1.0495095,3.7602122,55.255604,6.077719,0.7552895,0.48053893,0.8023811,20.208523,uncat,,EB?
695211400008325,1.731,0.19166666,0.075,0.12394415,1.8704184,1348177900.0,0.5089989,1.8670006,2.1325464,0.00829779,0.00024336523,109.78123,0.0011774487,0.0015434725,0.052016728,0.47509313,1242.5089,19.95815,0.21800137,0.84166664,2.8605003,0.116385445,0.04383598,4.2011037,7.231756,3.034475,5.5882215,1.4886519,4.997847,3.635402,0.1237793,0.053710938,0.2075427,0.018746097,0.77260745,0.908352,6.908807,118.62356,-1.6715392,0.7258693,0.86344737,18.593077,artefact,,"fast peaks, artefact? We see something on the images but does not correspond the automatic photometry"
695211200013613,0.6494999,0.04568528,0.015228426,0.13212836,1.4668177,2799570700.0,0.04799843,0.10979843,52.713604,-0.00048012228,6.9467926e-05,3.2454963,-0.00081832125,0.0002241534,0.11956548,0.5664802,429.05664,18.644321,0.024000168,0.9898477,1.1210003,0.008531151,0.003339345,207.77246,6.4489155,0.9936512,5.984059,0.27468598,4.814432,3.7916555,0.36083984,0.0340271,0.05374893,0.018408656,1.5030067,0.96399945,6.3205643,3.470881,6.768634,0.13163646,0.5531242,18.629534,artefact,bad column,bad column
695211300007276,0.3000002,0.43283582,0.0,0.29593632,0.16823065,235406320.0,0.3880005,0.4675007,-1.7332584,-0.00041787687,6.776616e-05,24.255318,-0.0004556066,0.00035753334,0.5883721,0.8849187,84.99219,18.062656,0.15399933,1.0,0.397501,0.02850866,0.023008266,52.307117,30.494938,0.9801608,29.511776,1.0163943,27.776094,33.19552,0.045288086,0.015472412,0.12764497,0.017317323,0.8756576,2.1458545,65.89698,24.36068,0.17346473,0.19696434,0.9349769,18.008938,Cepheid,,
695211400066438,1.7519999,0.23076923,0.057692308,0.09218019,1.9193575,5872233500.0,0.7099991,2.0712013,0.648592,0.0024249107,0.00038339893,51.797,0.00026887894,0.002119426,0.1010385,0.5435968,2396.2903,20.403524,0.34899902,0.8557692,2.4925003,0.12236802,0.054611515,12.484208,5.462073,1.8534983,5.11068,6.9606194,4.4780917,2.4126956,0.15478516,0.057861328,0.16824684,0.02614867,0.79657197,0.7453393,4.3120613,51.682423,-1.1308814,0.7634022,0.8921678,19.265198,artefact,spaceship,spaceship
695211100015190,0.9819994,0.13821138,0.08130081,0.3538058,0.23317128,137418660.0,0.46425056,0.81159973,2.1629202,0.0054333988,0.0005859929,4.179454,0.0087162675,0.001121379,0.105582915,0.7518472,306.34158,20.04168,0.19600105,0.9186992,1.5599995,0.079323344,0.030675597,142.08838,26.03922,0.99131423,24.144777,1.0053422,22.23931,17.78949,0.07296753,0.030975342,0.16943073,0.049908265,0.822073,1.3334061,35.070377,4.851675,1.575419,0.42978132,0.8045532,19.868694,uncat,red star,Variable; red star
