# fieldid, time (part of night), ra (deg), dec (deg)
1445 0.2169 32.9058 0.9364
609 0.2162 68.6791 26.1156
1743 0.2151 81.2906 44.0919
1553 0.2149 58.4886 15.3384
1760 0.2084 238.5069 44.0971
1500 0.2070 49.9701 8.1476
838 0.2069 94.2649 69.1916
703 0.2067 80.2168 40.5140
1605 0.2002 67.6509 22.5306
1816 0.1986 90.9983 58.4488
1701 0.1956 79.3094 36.8955
536 0.1942 263.9474 11.7558
679 0.1916 243.2991 33.3428
1677 0.1908 245.8815 29.7078
760 0.1901 234.0601 47.7034
633 0.1879 248.3615 26.1313
507 0.1876 57.6308 11.7404
486 0.1846 274.3487 4.5649
658 0.1836 78.3931 33.3027
1630 0.1825 250.7899 22.5185
559 0.1816 66.6088 18.9276
453 0.1777 47.2883 4.5405
1720 0.1718 238.2842 36.9068
1655 0.1712 77.3627 29.7122
781 0.1700 92.9581 54.8447
585 0.1699 252.5757 18.9478
721 0.1671 235.3384 40.5171
1796 0.1644 228.7998 51.2704
1446 0.1634 39.7942 0.9375
1845 0.1622 98.7804 65.6202
1581 0.1616 255.3718 15.3295
1554 0.1598 65.6022 15.3373
610 0.1580 76.2037 26.1149
874 0.1558 220.4876 83.3959
871 0.1542 100.0058 83.4018
1783 0.1541 93.1989 51.2744
745 0.1540 91.2635 47.6979
1501 0.1539 56.8311 8.1502
1827 0.1476 223.0292 58.4543
793 0.1458 224.5213 54.8867
1744 0.1437 90.5386 44.0929
1606 0.1430 75.0361 22.5319
813 0.1416 99.9788 62.0284
535 0.1402 256.9737 11.7556
704 0.1400 88.8328 40.5138
1759 0.1384 229.4341 44.1067
822 0.1370 220.0288 62.0682
508 0.1335 64.6180 11.7380
485 0.1317 267.5079 4.5674
1676 0.1316 238.2228 29.7032
1702 0.1310 87.6726 36.9051
678 0.1308 235.4440 33.3289
632 0.1302 240.8797 26.1419
1629 0.1259 243.4756 22.5191
560 0.1256 73.8605 18.9322
454 0.1235 54.2976 4.5521
659 0.1232 86.2141 33.3164
845 0.1147 214.3371 69.2312
759 0.1146 224.2831 47.7022
858 0.1137 107.9699 76.3243
584 0.1137 245.3069 18.9477
1656 0.1119 85.0215 29.7153
1447 0.1100 46.6807 0.9406
1719 0.1082 230.0420 36.9116
1580 0.1068 248.3068 15.3067
1817 0.1059 103.0000 58.4576
1555 0.1048 72.7177 15.3407
1502 0.1008 63.6888 8.1476
720 0.1006 226.7237 40.5165
611 0.0997 83.7243 26.0987
534 0.0862 249.9977 11.7531
1607 0.0859 82.4263 22.5322
782 0.0856 103.8873 54.8416
1795 0.0838 218.3378 51.2905
746 0.0812 100.6892 47.7000
509 0.0795 71.6023 11.7373
484 0.0785 260.6664 4.5658
839 0.0747 111.3995 69.1884
1868 0.0746 112.4573 72.7863
705 0.0734 97.4501 40.5104
1675 0.0725 230.5583 29.7214
631 0.0723 233.3996 26.1371
1784 0.0723 103.7814 51.2758
1745 0.0722 99.7841 44.0957
677 0.0702 227.5927 33.3275
1628 0.0697 236.2151 22.5135
561 0.0694 81.1101 18.9259
455 0.0689 61.3120 4.5384
1703 0.0664 96.0377 36.9137
1758 0.0656 220.0157 44.0867
660 0.0625 94.0704 33.3237
792 0.0602 213.4267 54.8911
583 0.0575 238.0382 18.9518
1448 0.0568 53.5586 0.9487
1657 0.0528 92.6744 29.7226
1556 0.0497 79.8319 15.3399
862 0.0492 204.1045 76.3730
1503 0.0477 70.5470 8.1490
1846 0.0456 113.8925 65.6389
1718 0.0426 221.5477 36.9143
612 0.0418 91.2305 26.1223
758 0.0392 214.5070 47.7033
814 0.0387 113.3140 62.0292
821 0.0343 206.6942 62.0658
719 0.0340 218.1051 40.5157
533 0.0323 243.0223 11.7555
1608 0.0287 89.8130 22.5334
483 0.0254 253.8224 4.5670
510 0.0254 78.5867 11.7333
456 0.0146 68.3230 4.5415
630 0.0145 225.9159 26.1378
1627 0.0136 228.9381 22.5269
1674 0.0133 222.9005 29.7130
562 0.0132 88.3537 18.9065
1818 0.0128 115.0638 58.4654
676 0.0095 219.7381 33.3280
747 0.0084 110.1140 47.6986
706 0.0068 106.0663 40.5086
1449 0.0034 60.4420 0.9476
661 0.0018 101.9211 33.3232
1704 0.0018 104.3944 36.9148
783 0.0013 114.8161 54.8741
1746 0.0008 109.0316 44.0942
245 0.0000 181.1499 -24.2235
246 0.0000 8.5436 -24.2413
247 0.0000 15.9369 -24.2437
248 0.0000 23.3328 -24.2422
249 0.0000 30.7272 -24.2373
250 0.0000 38.1212 -24.2289
251 0.0000 45.5139 -24.2421
252 0.0000 52.9110 -24.2162
253 0.0000 60.3030 -24.2142
254 0.0000 67.6977 -24.2134
255 0.0000 75.0908 -24.2155
