807205200017536,-23258.64811046927
807206400014916,-9770.701092016998
807209300037143,-8671.068449583052
807214100007080,-8286.32406563421
807209400037670,-5045.072636751587
807208200059506,-4576.861571149739
807210100028861,-4474.921390901378
16,-3974.107727619005
807203300044912,-3698.3497592728463
807209300012026,-3675.5988974100414
807206200023036,-3611.9824261596896
807208300016714,-3363.639583709167
807204400014494,-3360.7619203805843
807211300006190,-3259.2708383847025
807202300038681,-2720.749384508879
807206200014645,-2348.8766388358276
807207100005929,-2243.90900664007
807215200006611,-2102.662728468818
807204200004799,-1729.41313498745
807203200013118,-1728.1840755647513
807211400009493,-1642.551807977453
807216200026731,-1610.7420873462218
807216100038423,-1435.6551165725407
807208300012891,-1372.3451004590017
807204200066341,-1281.3634231685635
807212200034055,-1278.7484624887056
807202400015654,-1193.4917509561224
807212300038616,-1190.454181812801
807203300039547,-1187.462978036739
807203400037050,-1169.6163431833254
1,-1121.483260084217
807215100019764,-1108.052614171926
807208200053977,-1074.2322924017888
807204200055876,-1062.9366993582823
807214300010833,-1058.136530348055
807206300013468,-995.2759111436646
807208400036953,-978.5692883451131
807214300051120,-954.3396320244773
807216200045725,-916.3989654764279
807212200055363,-911.5103739013268
807212100012737,-843.4413931983365
807211100059466,-836.556719920108
807208400015695,-836.3443183565877
807201100022915,-817.7457576174475
807214100026393,-788.0288994762998
2,-767.2586494652345
807203300031108,-742.3788957670042
807204200067493,-720.4755480923409
807206400013761,-719.3986395292076
807202100027080,-714.4554580496359
807215200012987,-692.3746942839397
807212100020830,-684.1297874597191
807208200002425,-675.3185861617077
807212300000766,-645.0512085343769
807212200055364,-637.5380478824433
807212200058862,-621.044049351295
807215200021995,-617.965744012521
807209100042420,-602.7415779842182
807203200003957,-592.1636683795876
807213300025969,-585.0233604759438
10,-567.6269707912081
807212200000548,-566.791076074383
807203300037202,-565.4032991063555
807206400018336,-532.7356801553226
807206200003542,-532.7300714480642
6,-513.4783551124603
807208200045405,-496.74664604762074
807216400013229,-491.9325783031518
807207400051280,-481.1722544927709
807214200020026,-476.22724476959013
8,-452.02109087842496
807211100001490,-449.2917320823723
807208100035219,-441.1763977189529
807203200031980,-433.1715725566422
807204300039267,-423.3065186104807
807216400035108,-419.8796922075113
807208200034132,-419.5677099698769
807214100053255,-399.538745511001
3,-391.1984997888118
807214100042070,-388.7986538686896
807209100003915,-386.511857433164
807209100000172,-382.3624040188762
807207200045117,-377.78783859532336
807202400045775,-375.3177408782967
807211300012948,-357.61754063172054
807212100040536,-344.2307183241596
807206200017078,-343.6470453007664
807205100026858,-335.2869835761978
807204300037369,-332.60128009855305
807213400014267,-328.3035840504002
807211200051045,-324.34689414452305
807213300026805,-323.89602928315776
807208200016300,-323.0038744572272
807209300033730,-321.97731982712446
807216100007469,-315.6943100254924
807208100013419,-312.74527281035625
807214100058576,-310.6754602862792
807206300046838,-310.20649245005234
807213200002317,-310.0723666832446
807209100040443,-310.04761728002916
